"","PARSE_muscle","Multiome_muscle","multi_to_parse_ratio"
"FBXO32",0.799559558733786,1.60383119390373,2.00589334013294
"EYA4",0.851136412415787,1.69093610573958,1.98668049101576
"SMC6",0.687666407940563,1.33910493128123,1.9473176467811
"EIF1",1.04269124534284,2.0062951772923,1.92415078409202
"DSP",0.756292824322334,1.45117770564886,1.91880401212211
"CAMK2D",1.05915737436436,2.0062951772923,1.89423708492456
"TMSB10",1.15263662459779,2.16825034953436,1.88112220561355
"PDLIM3",1.27168792538436,2.38921888685066,1.87877767741526
"ANKRD36C",1.12243749161501,2.10290217215728,1.8735138374
"PNRC1",0.73393658238908,1.36511792114977,1.85999438358297
"TNPO1",0.756292824322334,1.37787498606774,1.82188028466668
"ETNK1",0.841031662326191,1.51947216667856,1.80667653162532
"ARID5B",0.830823763079131,1.49722158524982,1.80209287671423
"MT-ND5",1.60065419938918,2.87598674481111,1.79675706714705
"LINC00342",1.02594943721562,1.83725852771563,1.79078857209754
"FILIP1",1.15263662459779,2.04606474822551,1.77511689682729
"EIF4A2",0.841031662326191,1.47446462689954,1.75316185222011
"UBC",1.09917417284686,1.8993473782133,1.72797671664172
"TSC22D1",1.12243749161501,1.93628219858873,1.72506906892669
"DLG2",1.86979630658518,3.22421925869543,1.72436925206246
"CSDE1",0.982826000653779,1.67222456055427,1.7014451789451
"PARD3",1.23811966198297,2.09054787113583,1.68848612563636
"ADK",1.29775411202244,2.17968629917542,1.67958342723227
"NAP1L1",1.10698889828691,1.84523375122282,1.66689454074775
"IGFBP5",0.799559558733786,1.3258402021734,1.65821318461011
"TENM3",1.16004603075837,1.921671560931,1.65654767998708
"TTN-AS1",0.81008994008515,1.33910493128123,1.6530324165493
"MYO18B",0.909710190824977,1.48590783957203,1.63338594484088
"SUPT3H",0.820510587046627,1.33910493128123,1.63203857746827
"PPP1R12B",0.97397358076822,1.58339917827998,1.62571060400949
"HLA-A",1.07535675634288,1.73623821997258,1.61456949959311
"ITM2B",0.982826000653779,1.58339917827998,1.61106765310106
"UBE2E2",1.29775411202244,2.08431300939683,1.60609239461287
"RYR1",1.03435537688748,1.6531562063895,1.59824780083232
"NCALD",1.24492406644558,1.98580111694014,1.59511826501183
"ENAH",1.14517190907309,1.82111469382367,1.59025442328366
"CELF2",1.43010753042184,2.26152529219888,1.58136730566813
"NEB",2.26862734636017,3.56218271419444,1.57019297149427
"PRKG1",1.67833149536025,2.63344988877404,1.5690880472983
"FBXL17",1.14517190907309,1.79639949962444,1.56867234114959
"NFKBIA",1.01747223829791,1.59366736859199,1.56630059141266
"TMCC1",0.890564291139989,1.39047135612333,1.56133742387473
"NRCAM",1.03435537688748,1.61389275440073,1.56028845642699
"LINC01266",1.39571313044916,2.17398467188383,1.55761569082911
"SLC38A1",0.861140077122035,1.33910493128123,1.55503728935317
"FXR1",1.11474302703379,1.7273404933494,1.54954142027303
"BNC2",0.97397358076822,1.48590783957203,1.52561411203785
"RUNX1",1.05915737436436,1.61389275440073,1.52375160997135
"SDK1",1.31686733228694,1.9926792434998,1.51319665591461
"CDK14",1.20338531352833,1.81294397943451,1.50653656734346
"MEF2C",1.72555782622914,2.59666602654225,1.50482701134203
"AKAP9",1.38398032706253,2.03298317583525,1.46893935996202
"TPM3",1.15263662459779,1.68162409774888,1.45893689464854
"STRN3",1.00892256163269,1.46288894983032,1.4499516667196
"NRIP1",1.37210822906744,1.97887535391678,1.44221520722293
"KIF1B",1.54194736320632,2.20217317892534,1.42817662358211
"BBX",1.00029915719479,1.42733554826811,1.4269086782707
"LRBA",1.11474302703379,1.54123841683891,1.38259525241434
"ITFG1",1.03435537688748,1.42733554826811,1.37992761497809
"HNRNPK",0.965042095100383,1.3258402021734,1.373867739972
"NKAIN2",1.05095820114634,1.43932768133413,1.36953846476879
"TTN",3.43480273936021,4.68020993338129,1.36258477954197
"ATP2A2",1.38398032706253,1.88418282069028,1.3614231241924
"PCMTD1",1.00029915719479,1.352196008286,1.35179161009999
"NBEA",1.79049879010889,2.41650707460891,1.34962787350555
"NCL",1.00029915719479,1.33910493128123,1.33870444821386
"FHIT",1.59589147369453,2.13313623166856,1.33664241386684
"ASTN2",1.06728986749202,1.41519785662319,1.32597328966376
"SEPTIN7",1.00029915719479,1.3258402021734,1.32544368615841
"EGR1",1.33562207825266,1.74505747476446,1.30655033574127
"DLG1",1.09917417284686,1.42733554826811,1.29855266210568
"CALM1",1.19629128402462,1.54123841683891,1.28834710861873
"ATP2C1",1.22437035798152,1.57302445741398,1.28476195716404
"ZFPM2",1.14517190907309,1.46288894983032,1.27744047704976
"B2M",2.1331674265127,2.70319151649063,1.26721957352865
"RBFOX2",1.67833149536025,2.11510570516422,1.26024311109661
"IGF1R",1.39571313044916,1.75379962976857,1.2565616755387
"GNAS",1.84405620371531,2.31258570163199,1.2540754977927
"HSPA8",1.4244566549282,1.77957668870328,1.2493020988364
"MCU",1.30416586180782,1.62385408750494,1.24512850325187
"HSP90AB1",2.04880633056029,2.5388216992017,1.23917115118802
"HLA-C",1.10698889828691,1.352196008286,1.22150819251986
"CNN3",1.25839553126091,1.53041451179547,1.21616333956781
"COMMD10",1.50603947796396,1.82921918833747,1.21458913601018
"KLF6",1.45789262138564,1.76246602135575,1.20891346557515
"DNAJC1",1.21742415871251,1.46288894983032,1.20162635130996
