"","x"
"2542","AC109587.1"
"2543","AC099328.2"
"2544","AC104445.1"
"2545","AC104633.1"
"2546","AC104633.2"
"2547","AC097634.2"
"2548","FOXP1-IT1"
"2549","AC097634.3"
"2550","AC097634.1"
"2551","AC096970.1"
"2552","AC105265.3"
"2553","AC105265.4"
"2554","AC112219.2"
"2555","AC112219.1"
"2556","AC134508.2"
"2557","AC134508.1"
"2558","AC104435.2"
"2559","AC097369.2"
"2560","LINC02047"
"2561","AC117481.1"
"2562","AC133040.1"
"2563","AC117462.1"
"2564","AC108752.1"
"2565","AC117461.1"
"2566","AC108690.1"
"2567","AC068756.1"
"2568","AC099542.2"
"2569","AC099542.1"
"2570","AC107302.2"
"2571","AC017015.2"
"2572","AC129807.1"
"2573","AC023503.1"
"2574","AC092825.1"
"2575","AC117464.1"
"2576","LINC02025"
"2577","AC132660.2"
"2578","AC108733.1"
"2579","AC107204.1"
"2580","AC108749.1"
"2581","AC109129.1"
"2582","AC106719.1"
"2583","MTRNR2L12"
"2584","AC109782.1"
"2585","AC110491.1"
"2586","AC110491.3"
"2587","AC110491.2"
"2588","AC026100.1"
"2589","OR5AC2"
"2590","AC117460.1"
"2591","OR5H1"
"2592","OR5H14"
"2593","OR5H15"
"2594","AC117473.1"
"2595","OR5H6"
"2596","OR5K4"
"2597","OR5K3"
"2598","OR5K2"
"2599","AC021660.2"
"2600","GPR15"
"2601","AC021660.4"
"2602","AC091212.1"
"2603","AC078828.1"
"2604","AC107029.1"
"2605","AC107029.2"
"2606","AC069222.1"
"2607","AC129803.1"
"2608","AC084198.2"
"2609","AC020651.1"
"2610","AC020651.2"
"2611","LINC02085"
"2612","AC106712.1"
"2613","AC063938.1"
"2614","AC131237.1"
"2615","AC079382.2"
"2616","AC117435.1"
"2617","AC063944.1"
"2618","AC063944.3"
"2619","CCDC54"
"2620","AC012020.1"
"2621","AC063923.2"
"2622","AC078980.1"
"2623","AC117430.1"
"2624","AC092916.1"
"2625","AC117509.1"
"2626","AC112487.1"
"2627","AC092894.1"
"2628","AC074044.1"
"2629","AC078785.1"
"2630","AC078785.2"
"2631","AC026329.1"
"2632","AC108693.2"
"2633","AC128687.2"
"2634","AC128687.3"
"2635","AC092896.2"
"2636","AC093010.2"
"2637","AC093010.3"
"2638","AC026341.1"
"2639","AC026341.2"
"2640","AC026341.3"
"2641","AC092468.1"
"2642","AC092691.1"
"2643","AC092691.3"
"2644","AC068633.1"
"2645","AC068633.2"
"2646","AC073352.1"
"2647","AC073352.2"
"2648","AC023494.1"
"2649","MAATS1"
"2650","AC069444.1"
"2651","AC092910.3"
"2652","AC063952.4"
"2653","AC126182.3"
"2654","AC072026.2"
"2655","LINC02049"
"2656","AC072026.3"
"2657","AC079841.2"
"2658","CCDC58"
"2659","AC083798.2"
"2660","AC096861.2"
"2661","AC112503.2"
"2662","AC112503.1"
"2663","AC020634.2"
"2664","AC022336.2"
"2665","AC117488.1"
"2666","AC092902.4"
"2667","AC092902.2"
"2668","AC092902.6"
"2669","AC092903.2"
"2670","ALG1L"
"2671","AC117422.1"
"2672","AC079848.1"
"2673","AC079848.2"
"2674","AC016924.1"
"2675","AC063919.1"
"2676","AC063919.2"
"2677","CCDC37-DT"
"2678","AC024558.2"
"2679","AC112482.2"
"2680","AC133681.1"
"2681","AC016968.1"
"2682","AC084035.1"
"2683","AC023593.1"
"2684","AC117480.1"
"2685","AL449214.1"
"2686","AC080005.1"
"2687","AC112484.3"
"2688","AC112484.1"
"2689","AC112484.5"
"2690","KIAA1257"
"2691","GP9"
"2692","AC108673.2"
"2693","AC108673.3"
"2694","AC137695.3"
"2695","H1FX"
"2696","H1FX-AS1"
"2697","H1FOO"
"2698","AC083799.1"
"2699","TMCC1-AS1"
"2700","AC083906.3"
"2701","AC130888.1"
"2702","AC097105.1"
"2703","AC055733.2"
"2704","AC116424.1"
"2705","AC010210.1"
"2706","AC107027.3"
"2707","AC107027.1"
"2708","ACPP"
"2709","AC079942.1"
"2710","AC022296.4"
"2711","AC080128.2"
"2712","AC010207.1"
"2713","AC016931.1"
"2714","AC092969.1"
"2715","AC072039.2"
"2716","AC117382.2"
"2717","AC096992.3"
"2718","AC096992.2"
"2719","AC007159.1"
"2720","AC016252.1"
"2721","PRR23A"
"2722","PRR23B"
"2723","PRR23C"
"2724","BPESC1"
"2725","PISRT1"
"2726","AC024933.2"
"2727","AC024933.1"
"2728","AC046134.2"
"2729","AC097103.1"
"2730","AC110716.2"
"2731","AC110716.1"
"2732","AC016933.1"
"2733","AC010181.1"
"2734","AC010181.2"
"2735","AC121333.1"
"2736","AC108727.1"
"2737","AC108727.2"
"2738","AC022215.2"
"2739","AC117383.1"
"2740","RASA2-IT1"
"2741","AC112504.3"
"2742","AC109992.2"
"2743","AC072028.1"
"2744","AC021074.3"
"2745","PAQR9-AS1"
"2746","AC026304.1"
"2747","AC018450.2"
"2748","AC018450.1"
"2749","AC131210.1"
"2750","AC055758.2"
"2751","AC055758.1"
"2752","AC107021.2"
"2753","AC107021.1"
"2754","LNCSRLR"
"2755","PLSCR5-AS1"
"2756","AC092957.1"
"2757","LINC02010"
"2758","ZIC4"
"2759","ZIC4-AS1"
"2760","AC092925.1"
"2761","AC092958.1"
"2762","AC092958.4"
"2763","AC092958.3"
"2764","AC092958.2"
"2765","AC025566.1"
"2766","AC069410.1"
"2767","AC092979.1"
"2768","AC092979.2"
"2769","AC093001.2"
"2770","AC093001.1"
"2771","AC108751.4"
"2772","WWTR1-IT1"
"2773","AC117395.1"
"2774","AC117386.2"
"2775","AC117386.1"
"2776","AC018545.1"
"2777","AC011317.1"
"2778","AC020636.1"
"2779","AC078816.1"
"2780","AC108718.1"
"2781","AC026347.1"
"2782","AC092924.1"
"2783","AC092924.2"
"2784","AC117394.2"
"2785","AC078788.1"
"2786","AC078788.2"
"2787","C3orf79"
"2788","AC068985.1"
"2789","AC092994.1"
"2790","AC073359.2"
"2791","AC073359.1"
"2792","AC104831.1"
"2793","PLCH1-AS1"
"2794","PLCH1-AS2"
"2795","AC104472.1"
"2796","AC104472.4"
"2797","AC104472.5"
"2798","AC091607.2"
"2799","AC084036.1"
"2800","AC104411.1"
"2801","AC092944.1"
"2802","AC092944.3"
"2803","AC084212.1"
"2804","AC079943.2"
"2805","AC079943.1"
"2806","AC106707.1"
"2807","AC080013.4"
"2808","AC080013.6"
"2809","AC080013.1"
"2810","AC080013.3"
"2811","AC080013.5"
"2812","AC092943.2"
"2813","AC069224.1"
"2814","AC112491.1"
"2815","AC112770.1"
"2816","AC131211.1"
"2817","AC128685.1"
"2818","AC079910.1"
"2819","LINC01323"
"2820","LINC02023"
"2821","LINC01326"
"2822","AC069439.2"
"2823","LINC01327"
"2824","AC079822.1"
"2825","AC026353.1"
"2826","AC069243.1"
"2827","AC124893.1"
"2828","AC092954.1"
"2829","AC092954.2"
"2830","AC074033.1"
"2831","AC007849.1"
"2832","AC078802.1"
"2833","AC078795.1"
"2834","AC078795.3"
"2835","AC078795.2"
"2836","AC008040.1"
"2837","AC073288.1"
"2838","AC073288.2"
"2839","AC026316.3"
"2840","AC026316.5"
"2841","AC026316.2"
"2842","AC061708.1"
"2843","AC092919.1"
"2844","TMEM212-IT1"
"2845","AC055714.1"
"2846","GHSR"
"2847","AC108667.2"
"2848","AC068759.1"
"2849","AC008180.2"
"2850","AC104640.1"
"2851","AC117465.1"
"2852","AC026355.3"
"2853","AC026355.2"
"2854","AC007953.1"
"2855","AC007953.2"
"2856","AC110992.1"
"2857","AC117453.1"
"2858","LINC01014"
"2859","AC076966.2"
"2860","AC007823.1"
"2861","AC007620.2"
"2862","AC007620.3"
"2863","AC090425.3"
"2864","AC090425.2"
"2865","AC007687.1"
"2866","AC092939.1"
"2867","AC125618.1"
"2868","AC108734.4"
"2869","AC068308.1"
"2870","AC125613.1"
"2871","AC012081.2"
"2872","AC012081.1"
"2873","AC109131.1"
"2874","AC084211.1"
"2875","AC021055.1"
"2876","AC083801.2"
"2877","AC069431.1"
"2878","AC092953.2"
"2879","HTR3D"
"2880","AC131235.3"
"2881","AC131235.2"
"2882","AC107294.2"
"2883","AC107294.3"
"2884","AC107294.1"
"2885","AC099661.1"
"2886","LINC02051"
"2887","AC068631.1"
"2888","HRG"
"2889","AC112907.3"
"2890","AC112907.1"
"2891","ADIPOQ-AS1"
"2892","AC007920.1"
"2893","RTP1"
"2894","AC007920.2"
"2895","LINC02041"
"2896","AC072022.1"
"2897","AC072022.2"
"2898","AC108681.1"
"2899","AC068295.1"
"2900","AC092941.1"
"2901","AC092941.2"
"2902","AC022498.1"
"2903","TPRG1-AS2"
"2904","AC108747.1"
"2905","AC073365.1"
"2906","PYDC2"
"2907","AC026320.1"
"2908","AC026320.3"
"2909","FGF12-AS2"
"2910","AC092966.1"
"2911","AC069421.2"
"2912","AC069421.3"
"2913","LINC02038"
"2914","AC024559.1"
"2915","AC024559.2"
"2916","AC080129.1"
"2917","AC080129.2"
"2918","LINC02037"
"2919","AC117469.1"
"2920","LINC00884"
"2921","AC108676.1"
"2922","AC046143.1"
"2923","AC046143.2"
"2924","AC106706.1"
"2925","AC106706.2"
"2926","AC090505.2"
"2927","AC090018.2"
"2928","ACAP2-IT1"
"2929","AC069213.1"
"2930","AC233280.1"
"2931","AC124944.3"
"2932","AC024937.3"
"2933","AC069257.1"
"2934","TCTEX1D2"
"2935","AC117490.2"
"2936","AC092933.2"
"2937","AC016949.1"
"2938","AC011322.1"
"2939","AL121981.1"
"2940","AC128709.2"
"2941","AC128709.1"
"2942","AC128709.3"
"2943","AC024560.3"
"2944","AC024560.4"
"2945","AC024560.1"
"2946","AC024560.5"
"2947","AC055764.2"
"2948","AC055764.1"
"2949","AC135893.1"
"2950","AC253576.2"
"2951","AC079140.6"
"2952","AC092574.2"
"2953","AC092574.1"
"2954","TMEM271"
"2955","AC116565.1"
"2956","AC107464.1"
"2957","AC107464.3"
"2958","AC107464.2"
"2959","AC139887.4"
"2960","AC139887.2"
"2961","AC139887.1"
"2962","AC139887.3"
"2963","AC139887.5"
"2964","AC019103.1"
"2965","AC092535.4"
"2966","AC092535.2"
"2967","AC092535.5"
"2968","AC078852.2"
"2969","AC078852.1"
"2970","CRIPAK"
"2971","AC147067.2"
"2972","AC147067.1"
"2973","AC016773.1"
"2974","AL136360.2"
"2975","AL158068.2"
"2976","AL645924.1"
"2977","AL121750.1"
"2978","AL590235.2"
"2979","AL590235.1"
"2980","AL121796.1"
"2981","LINC02171"
"2982","AC105415.1"
"2983","STX18-IT1"
"2984","AC092442.1"
"2985","AC113615.2"
"2986","AC113615.1"
"2987","AC116317.1"
"2988","AC093323.1"
"2989","LINC002481"
"2990","AC106045.1"
"2991","AC097382.3"
"2992","AC097382.1"
"2993","AC097382.2"
"2994","AC112254.1"
"2995","AC097381.1"
"2996","AC097381.3"
"2997","AC097381.2"
"2998","AC104825.1"
"2999","AC105345.2"
"3000","AC105345.1"
"3001","AC209005.1"
"3002","AC116612.1"
"3003","AC108519.1"
"3004","AC073648.7"
"3005","USP17L10"
"3006","USP17L11"
"3007","USP17L12"
"3008","USP17L13"
"3009","USP17L15"
"3010","USP17L17"
"3011","USP17L18"
"3012","USP17L19"
"3013","USP17L20"
"3014","USP17L21"
"3015","USP17L22"
"3016","USP17L23"
"3017","USP17L24"
"3018","USP17L25"
"3019","USP17L26"
"3020","USP17L5"
"3021","USP17L27"
"3022","USP17L28"
"3023","USP17L29"
"3024","USP17L30"
"3025","AC105916.1"
"3026","AC108199.1"
"3027","AC005674.1"
"3028","AC005674.2"
"3029","AC005599.1"
"3030","AC084048.1"
"3031","AC006230.1"
"3032","AC025539.1"
"3033","AC005699.1"
"3034","AC108037.1"
"3035","AC007370.2"
"3036","AC007370.1"
"3037","AC006445.3"
"3038","NKX3-2"
"3039","LINC01096"
"3040","AC007126.1"
"3041","AC073848.1"
"3042","AC092546.1"
"3043","AC006296.3"
"3044","AC006296.2"
"3045","AC006296.1"
"3046","AC098829.1"
"3047","AC099550.1"
"3048","AC116651.1"
"3049","AC108063.2"
"3050","AC108063.1"
"3051","AC006427.2"
"3052","AC097515.1"
"3053","AC104656.1"
"3054","AC106894.1"
"3055","AC006160.1"
"3056","AC093898.1"
"3057","AC093871.1"
"3058","AC024230.1"
"3059","AC110767.1"
"3060","SLIT2-IT1"
"3061","AC097505.1"
"3062","AC110296.1"
"3063","AC096576.6"
"3064","AC096576.3"
"3065","AC096576.2"
"3066","KCNIP4-IT1"
"3067","AC096719.1"
"3068","AC097512.1"
"3069","AC092440.1"
"3070","AC093607.1"
"3071","AC092834.1"
"3072","AC104662.1"
"3073","AC105290.1"
"3074","AC092436.3"
"3075","AC133961.1"
"3076","AC024132.2"
"3077","AC024132.1"
"3078","AC024132.3"
"3079","AC007106.2"
"3080","AC007106.1"
"3081","AC093791.2"
"3082","AC093791.1"
"3083","AC097480.1"
"3084","AC097480.2"
"3085","AC068944.1"
"3086","AC109349.1"
"3087","AC098595.1"
"3088","AC097716.1"
"3089","AC104071.1"
"3090","AC097654.1"
"3091","LINC02353"
"3092","AC116611.1"
"3093","AC093606.1"
"3094","AC097535.1"
"3095","AC079772.1"
"3096","AC016687.3"
"3097","AC016687.2"
"3098","AC110790.1"
"3099","AC093689.1"
"3100","AC104078.1"
"3101","AC104078.2"
"3102","AC093746.1"
"3103","AL136537.1"
"3104","AC022463.1"
"3105","AC027607.1"
"3106","AC098680.2"
"3107","AC098680.1"
"3108","AC021860.1"
"3109","AC079921.1"
"3110","AC079921.2"
"3111","AC021148.2"
"3112","AC108471.3"
"3113","AC108471.2"
"3114","AC095057.3"
"3115","AC095057.4"
"3116","AC095057.2"
"3117","AC098869.2"
"3118","AC131953.2"
"3119","AC131953.1"
"3120","UCHL1-AS1"
"3121","AC108050.1"
"3122","AC105389.2"
"3123","AC105389.3"
"3124","AC105389.1"
"3125","AC108210.1"
"3126","AC106052.1"
"3127","AC111006.1"
"3128","AC024022.1"
"3129","AC096734.2"
"3130","AC096734.1"
"3131","AC111198.1"
"3132","AC097451.1"
"3133","AC080132.1"
"3134","AC114757.1"
"3135","LINC02475"
"3136","AC096586.2"
"3137","AC096586.1"
"3138","AC108467.1"
"3139","AC104072.1"
"3140","AC095060.1"
"3141","AC107398.3"
"3142","AC107398.4"
"3143","AC107398.5"
"3144","AC107398.2"
"3145","AC107068.2"
"3146","AC107068.1"
"3147","AC027271.1"
"3148","LINC02480"
"3149","AC097522.2"
"3150","USP46-AS1"
"3151","AC104066.3"
"3152","AC104066.4"
"3153","AC023154.1"
"3154","LNX1-AS1"
"3155","LNX1-AS2"
"3156","AC124017.1"
"3157","AC105384.1"
"3158","AC110792.3"
"3159","AC110792.2"
"3160","AC110792.4"
"3161","GSX2"
"3162","AC098587.1"
"3163","AC098868.1"
"3164","LINC02260"
"3165","AC097494.1"
"3166","LINC02358"
"3167","AC111194.1"
"3168","AC111194.2"
"3169","AC021220.2"
"3170","AC069200.1"
"3171","AC024243.1"
"3172","AC110611.1"
"3173","AC110611.2"
"3174","KIAA1211"
"3175","AC022267.1"
"3176","AC068620.1"
"3177","AC068620.2"
"3178","AC069307.1"
"3179","AC111197.1"
"3180","AC105390.1"
"3181","AC013724.1"
"3182","AC107396.1"
"3183","AC093725.2"
"3184","AC093725.1"
"3185","AC104790.1"
"3186","AC019133.1"
"3187","AC017091.1"
"3188","AC097501.1"
"3189","AC108517.2"
"3190","AC108517.1"
"3191","AC096588.1"
"3192","AC093857.1"
"3193","AC092596.1"
"3194","LINC02496"
"3195","AC020741.1"
"3196","AC097491.1"
"3197","AC093730.1"
"3198","AC104689.2"
"3199","AC104137.1"
"3200","AC097110.1"
"3201","AC116049.2"
"3202","AC096721.1"
"3203","AC110809.1"
"3204","AC104806.2"
"3205","UBA6-AS1"
"3206","AC021146.12"
"3207","AC111000.4"
"3208","UGT2A2"
"3209","HTN1"
"3210","CABS1"
"3211","SMR3A"
"3212","OPRPN"
"3213","AC009570.2"
"3214","AC009570.1"
"3215","AC068721.1"
"3216","AC095056.1"
"3217","AC053527.2"
"3218","AC097709.1"
"3219","AC093677.3"
"3220","AC093677.2"
"3221","AC021180.1"
"3222","AC239584.1"
"3223","AC098825.1"
"3224","AC110760.2"
"3225","AC110760.1"
"3226","AC025244.1"
"3227","AC025244.2"
"3228","AC096759.1"
"3229","AC096759.2"
"3230","AC110615.1"
"3231","AC112719.2"
"3232","AC110795.1"
"3233","AC034139.1"
"3234","AC107072.2"
"3235","AC107072.1"
"3236","AC092674.1"
"3237","AC112253.1"
"3238","AC098818.2"
"3239","GK2"
"3240","AC092542.1"
"3241","AC021127.1"
"3242","AC139722.1"
"3243","AC124016.2"
"3244","AC124016.1"
"3245","AC067942.4"
"3246","THAP9-AS1"
"3247","AC073840.1"
"3248","AC114781.2"
"3249","AC021192.1"
"3250","AC079160.1"
"3251","AC104063.1"
"3252","AC108021.1"
"3253","AC104827.1"
"3254","AC093827.4"
"3255","AC108516.1"
"3256","AC112250.2"
"3257","AC093895.1"
"3258","AC131944.1"
"3259","AC107067.2"
"3260","AC107067.1"
"3261","PIGY"
"3262","PIGY-DT"
"3263","AC104785.1"
"3264","AC093866.1"
"3265","AC097478.1"
"3266","AC097478.3"
"3267","AC097478.2"
"3268","AC105445.1"
"3269","AC004054.1"
"3270","AC074124.1"
"3271","AC093810.1"
"3272","AC097520.2"
"3273","LNCPRESS2"
"3274","AC112695.1"
"3275","AC095059.1"
"3276","AC110800.1"
"3277","AC096746.1"
"3278","AC109925.2"
"3279","AC108067.1"
"3280","AC106881.1"
"3281","PDHA2"
"3282","AC096585.1"
"3283","AC108515.1"
"3284","AC034154.1"
"3285","AC019077.1"
"3286","AC108159.1"
"3287","AC114811.2"
"3288","AC019131.1"
"3289","AC019131.3"
"3290","AC019131.2"
"3291","AP002026.1"
"3292","C4orf17"
"3293","AC083902.1"
"3294","H2AFZ"
"3295","AC097460.1"
"3296","AP001961.1"
"3297","AC097459.1"
"3298","LINC01216"
"3299","LINC01217"
"3300","LINC01218"
"3301","AP001816.1"
"3302","AC084277.1"
"3303","AP002075.1"
"3304","AC098487.1"
"3305","AF213884.3"
"3306","AC018797.3"
"3307","AC105460.2"
"3308","AC105460.1"
"3309","AC004047.1"
"3310","AC004052.1"
"3311","AC004063.1"
"3312","AC004053.1"
"3313","AC096577.1"
"3314","AC004069.1"
"3315","AC004066.2"
"3316","ARHGEF38-IT1"
"3317","AC008243.1"
"3318","AC109361.2"
"3319","AC109361.1"
"3320","AC092445.1"
"3321","AC104663.1"
"3322","AC096564.1"
"3323","AC096564.2"
"3324","RPL34-AS1"
"3325","AC107071.1"
"3326","ZCCHC23"
"3327","AC004067.1"
"3328","AC126283.1"
"3329","AC098798.1"
"3330","AC083795.2"
"3331","AC139718.2"
"3332","AC139718.1"
"3333","AC004704.1"
"3334","AC109347.1"
"3335","AC109347.2"
"3336","NEUROG2"
"3337","AC023886.1"
"3338","AC106864.1"
"3339","AC017007.5"
"3340","AC093879.1"
"3341","AC093879.2"
"3342","AC104779.1"
"3343","MTRNR2L13"
"3344","AC106892.1"
"3345","AC093765.5"
"3346","AC093765.4"
"3347","AC093765.3"
"3348","AC093765.2"
"3349","AC092661.1"
"3350","AC093752.3"
"3351","AC093752.2"
"3352","AC080089.2"
"3353","LINC02502"
"3354","AC097173.2"
"3355","AC073475.1"
"3356","AC025741.1"
"3357","AC105254.1"
"3358","TMEM155"
"3359","AC079341.1"
"3360","AC079341.2"
"3361","KIAA1109"
"3362","AC053545.1"
"3363","AC021205.3"
"3364","AC026402.2"
"3365","AC093821.1"
"3366","AC096732.1"
"3367","AC108075.1"
"3368","AC121154.1"
"3369","AC133530.1"
"3370","AC104664.1"
"3371","LINC02379"
"3372","AC097528.1"
"3373","AC096773.1"
"3374","AC093772.1"
"3375","AC093772.2"
"3376","AC097462.3"
"3377","AC093591.2"
"3378","AC110609.1"
"3379","AC078850.1"
"3380","AC078850.2"
"3381","AC082650.1"
"3382","AC082650.2"
"3383","AC093831.1"
"3384","AC096711.2"
"3385","AC093916.1"
"3386","AC096711.1"
"3387","AC114741.1"
"3388","AC115622.1"
"3389","AC110751.1"
"3390","AC105383.1"
"3391","AC108052.1"
"3392","AC079380.1"
"3393","AC015631.1"
"3394","AC096763.1"
"3395","AC093722.1"
"3396","AC104619.2"
"3397","AC107463.1"
"3398","LINC02485"
"3399","AC105362.1"
"3400","AC073429.2"
"3401","AC018680.1"
"3402","AC073429.1"
"3403","LINC02510"
"3404","AC116563.1"
"3405","AC131956.2"
"3406","AC131956.3"
"3407","AC131956.1"
"3408","AC097511.1"
"3409","AC093903.1"
"3410","AC098859.2"
"3411","AC093766.1"
"3412","AC109927.1"
"3413","AC109927.2"
"3414","AC097376.3"
"3415","AC112236.2"
"3416","AC112236.3"
"3417","AC112236.1"
"3418","AC108053.1"
"3419","AC131182.1"
"3420","AC108019.2"
"3421","AC096733.1"
"3422","AC096733.2"
"3423","AC107220.1"
"3424","AC097504.2"
"3425","AC139720.2"
"3426","AC139720.1"
"3427","AC104596.1"
"3428","AC097658.2"
"3429","AC097658.3"
"3430","AC107223.1"
"3431","AC093890.2"
"3432","AC098588.3"
"3433","AC106871.1"
"3434","HHIP-AS1"
"3435","AC109811.1"
"3436","AC093796.1"
"3437","AC093864.1"
"3438","AC104791.1"
"3439","AC108206.1"
"3440","AC097372.1"
"3441","POU4F2"
"3442","AC092435.2"
"3443","AC092435.1"
"3444","AC092435.3"
"3445","AC097450.1"
"3446","AC093835.1"
"3447","AC069272.1"
"3448","AC002460.2"
"3449","AC108935.1"
"3450","AC002460.1"
"3451","AC108156.1"
"3452","AC108168.1"
"3453","AC093893.1"
"3454","AC105343.1"
"3455","AC105343.2"
"3456","AC110813.1"
"3457","AC095055.1"
"3458","AC104819.3"
"3459","FAM160A1-DT"
"3460","FAM160A1"
"3461","AC092611.1"
"3462","AC107074.1"
"3463","AC112242.2"
"3464","AC112242.1"
"3465","AC097375.2"
"3466","AC097375.1"
"3467","AC097375.4"
"3468","AC097375.3"
"3469","AC097375.5"
"3470","AC079340.3"
"3471","AC079340.1"
"3472","AC079340.2"
"3473","AC080078.1"
"3474","AC080078.2"
"3475","AC023424.3"
"3476","AC106882.1"
"3477","AC093599.2"
"3478","AC093599.1"
"3479","AC106865.2"
"3480","AC020703.1"
"3481","AC079298.3"
"3482","AC079298.1"
"3483","AC079298.2"
"3484","AC009567.1"
"3485","AC097467.3"
"3486","AC104407.1"
"3487","NPY2R"
"3488","AC097467.1"
"3489","AC097526.1"
"3490","AC107208.1"
"3491","AC104083.1"
"3492","AC096736.3"
"3493","AC096736.2"
"3494","AC096736.1"
"3495","AC092608.1"
"3496","AC093817.2"
"3497","LINC02433"
"3498","AC093817.1"
"3499","AC017037.5"
"3500","AC084740.1"
"3501","FAM198B-AS1"
"3502","AC098679.6"
"3503","AC098679.1"
"3504","AC098679.5"
"3505","AC121161.2"
"3506","AC074344.2"
"3507","AC104793.1"
"3508","AC023136.1"
"3509","AC021134.1"
"3510","AC021134.2"
"3511","AC022272.1"
"3512","TKTL2"
"3513","MARCH1"
"3514","AC093788.1"
"3515","AC106872.12"
"3516","AC106872.9"
"3517","TRIM75P"
"3518","AC080079.2"
"3519","AC097487.1"
"3520","AC079349.1"
"3521","AC116634.1"
"3522","AC068989.1"
"3523","AC079858.1"
"3524","AC080188.1"
"3525","AC021151.1"
"3526","AC096741.1"
"3527","AC084724.1"
"3528","AC079768.3"
"3529","AC079768.4"
"3530","AC079768.2"
"3531","AC084866.2"
"3532","AC084866.1"
"3533","LINC02382"
"3534","AC034159.2"
"3535","LINC02431"
"3536","AC074254.2"
"3537","AC074254.1"
"3538","AC105285.1"
"3539","AC097534.1"
"3540","AC097534.2"
"3541","AC093849.4"
"3542","AC093849.3"
"3543","AC093849.1"
"3544","AC093849.2"
"3545","AC106895.1"
"3546","AC106895.2"
"3547","AC012055.1"
"3548","AC012055.2"
"3549","AC116616.1"
"3550","AC096751.2"
"3551","AC105914.2"
"3552","AC022325.2"
"3553","AC095050.1"
"3554","AC131094.1"
"3555","AC097537.1"
"3556","AC019163.1"
"3557","AC093801.1"
"3558","AC097518.2"
"3559","AC092673.1"
"3560","AC097518.1"
"3561","AC027627.1"
"3562","AC078881.1"
"3563","AC103879.1"
"3564","AC020551.1"
"3565","AC108169.1"
"3566","AC096747.1"
"3567","AC104803.1"
"3568","LINC02500"
"3569","AC093840.2"
"3570","AC084741.1"
"3571","TEMN3-AS1"
"3572","AC108142.1"
"3573","AC079226.2"
"3574","AC079226.1"
"3575","AC114798.1"
"3576","AC079766.1"
"3577","AC019193.4"
"3578","AC019193.3"
"3579","AC019193.2"
"3580","AC107214.1"
"3581","AC107214.2"
"3582","AC108477.2"
"3583","AC108477.1"
"3584","AC074194.1"
"3585","AC107222.2"
"3586","AC099343.2"
"3587","AC099343.3"
"3588","AC099343.4"
"3589","AC084871.1"
"3590","AC084871.3"
"3591","AC093824.2"
"3592","AC112722.1"
"3593","AC106897.1"
"3594","AC093797.1"
"3595","AC108472.1"
"3596","AC096659.1"
"3597","AC109517.1"
"3598","AC107050.1"
"3599","AC108865.1"
"3600","AC108865.2"
"3601","AC110772.1"
"3602","AC110772.2"
"3603","AC108046.1"
"3604","LINC02374"
"3605","AC097652.1"
"3606","LINC02514"
"3607","AC093763.1"
"3608","AC097521.1"
"3609","AC108073.3"
"3610","AC138781.1"
"3611","LINC02434"
"3612","AC093909.2"
"3613","LINC02508"
"3614","AC093909.4"
"3615","AC122138.1"
"3616","AC107391.1"
"3617","AC105924.1"
"3618","LINC01262"
"3619","AF250324.1"
"3620","FRG2"
"3621","AC021087.4"
"3622","AC021087.1"
"3623","AC010442.1"
"3624","AC106772.2"
"3625","AC106772.1"
"3626","AC026740.1"
"3627","AC026740.3"
"3628","AC122719.3"
"3629","AC122719.1"
"3630","AC122719.2"
"3631","AC116351.1"
"3632","AC116351.2"
"3633","AC114291.1"
"3634","AC114291.2"
"3635","AC026748.3"
"3636","AC091849.2"
"3637","AC026412.3"
"3638","AC112176.1"
"3639","AC025183.3"
"3640","LINC02116"
"3641","AC025183.1"
"3642","AC025183.2"
"3643","AC126768.3"
"3644","AC124852.1"
"3645","AC126768.1"
"3646","AC126768.2"
"3647","AC091891.1"
"3648","C5orf38"
"3649","AC094105.1"
"3650","AC094105.2"
"3651","AC091832.1"
"3652","LINC02162"
"3653","LINC01017"
"3654","AC016595.1"
"3655","AC025773.1"
"3656","AC025187.1"
"3657","AC106799.3"
"3658","AC106799.2"
"3659","AC106799.1"
"3660","AC010634.1"
"3661","LINC02114"
"3662","AC026719.1"
"3663","AC026415.1"
"3664","AC010451.3"
"3665","AC010451.1"
"3666","AC010451.2"
"3667","LINC02121"
"3668","AC022424.1"
"3669","AC022424.2"
"3670","AC091978.1"
"3671","AC026736.1"
"3672","AC010266.2"
"3673","AC010266.1"
"3674","AC093307.1"
"3675","AC122710.2"
"3676","AC122710.1"
"3677","AC025756.1"
"3678","AC091889.1"
"3679","AC091951.4"
"3680","AC027343.3"
"3681","LINC02123"
"3682","AC027343.1"
"3683","AC027343.2"
"3684","AC093305.1"
"3685","AC025174.1"
"3686","AC116361.1"
"3687","AC091912.3"
"3688","AC091965.1"
"3689","AC091965.4"
"3690","AC091953.1"
"3691","AC091932.1"
"3692","AC021088.1"
"3693","AC091906.1"
"3694","AC027335.1"
"3695","AC026787.1"
"3696","AC091838.1"
"3697","AC034229.1"
"3698","AC034229.2"
"3699","AC034229.3"
"3700","AC034229.4"
"3701","AC012640.1"
"3702","AC012640.4"
"3703","AC012640.3"
"3704","AC012640.2"
"3705","MARCH6"
"3706","ROPN1L-AS1"
"3707","AC092336.1"
"3708","AC012629.2"
"3709","AC012629.1"
