"","x"
"7713","AL731577.2"
"7714","AL731577.1"
"7715","AL731571.1"
"7716","AL157888.1"
"7717","TEX36-AS1"
"7718","AL158835.1"
"7719","AL158835.2"
"7720","FANK1-AS1"
"7721","AL589787.2"
"7722","AL589787.1"
"7723","AL359094.1"
"7724","AL359094.2"
"7725","CLRN3"
"7726","AL158166.2"
"7727","AL158166.1"
"7728","AL390236.1"
"7729","AL390763.1"
"7730","AL355537.1"
"7731","AL355537.2"
"7732","AL391869.1"
"7733","AL359508.1"
"7734","AL355531.1"
"7735","AL157832.2"
"7736","AL157832.1"
"7737","AL354950.2"
"7738","AL354950.1"
"7739","AL354950.3"
"7740","AL139123.1"
"7741","AC016816.1"
"7742","AL450307.1"
"7743","FP565171.1"
"7744","AL162274.2"
"7745","AL162274.1"
"7746","AL512622.1"
"7747","AL451069.2"
"7748","AL451069.3"
"7749","C10orf91"
"7750","AL451069.1"
"7751","AL592071.1"
"7752","AL360181.2"
"7753","AL360181.1"
"7754","AL360181.4"
"7755","AL161645.1"
"7756","AL161645.2"
"7757","AL731769.2"
"7758","AL731769.1"
"7759","FRG2B"
"7760","AC069287.1"
"7761","AC069287.3"
"7762","AC069287.2"
"7763","AC136475.3"
"7764","AC136475.2"
"7765","AC136475.1"
"7766","AC136475.4"
"7767","AC136475.8"
"7768","AC136475.7"
"7769","AC136475.5"
"7770","AC136475.9"
"7771","AC138230.1"
"7772","AC137894.3"
"7773","AC137894.1"
"7774","AP006284.1"
"7775","AC131934.1"
"7776","AP006621.4"
"7777","AP006621.3"
"7778","AP006621.2"
"7779","AP006621.1"
"7780","AP006623.1"
"7781","AC061979.1"
"7782","TOLLIP-AS1"
"7783","AC136297.1"
"7784","AC091196.1"
"7785","KRTAP5-3"
"7786","KRTAP5-4"
"7787","KRTAP5-5"
"7788","AP006285.1"
"7789","FAM99A"
"7790","FAM99B"
"7791","LINC02708"
"7792","AC068580.3"
"7793","AC068580.1"
"7794","AC068580.5"
"7795","AC068580.2"
"7796","AC051649.1"
"7797","AC132217.2"
"7798","AC132217.1"
"7799","AC124057.1"
"7800","AC131971.1"
"7801","CARS"
"7802","CARS-AS1"
"7803","AC108448.3"
"7804","AC108448.1"
"7805","MRGPRG"
"7806","MRGPRG-AS1"
"7807","AC109309.1"
"7808","AC123788.1"
"7809","AC127526.1"
"7810","AC127526.5"
"7811","AC127526.2"
"7812","AC127526.4"
"7813","AC090587.1"
"7814","AC090587.2"
"7815","RRM1-AS1"
"7816","SSU72P5"
"7817","SSU72P4"
"7818","SSU72P7"
"7819","OR52M1"
"7820","OR52I1"
"7821","OR51D1"
"7822","OR51E1"
"7823","OR51C1P"
"7824","OR51F1"
"7825","OR52R1"
"7826","OR51F2"
"7827","OR51S1"
"7828","OR51T1"
"7829","OR51A7"
"7830","OR51G2"
"7831","OR51G1"
"7832","OR51A4"
"7833","OR51A2"
"7834","OR51L1"
"7835","OR52J3"
"7836","OR52E2"
"7837","AC113331.1"
"7838","OR52A5"
"7839","OR51V1"
"7840","AC104389.2"
"7841","AC104389.5"
"7842","OR52D1"
"7843","OR56A5"
"7844","OR52L1"
"7845","OR56B4"
"7846","AC022762.1"
"7847","OR52B2"
"7848","OR52W1"
"7849","AC022762.2"
"7850","C11orf42"
"7851","FAM160A2"
"7852","AC068733.3"
"7853","AC068733.1"
"7854","AC091564.2"
"7855","AC091564.3"
"7856","AC091564.6"
"7857","AC091564.4"
"7858","AC091564.5"
"7859","OR2AG1"
"7860","AC087280.2"
"7861","OR10A5"
"7862","OR10A2"
"7863","OR10A4"
"7864","OR2D2"
"7865","OR2D3"
"7866","RBMXL2"
"7867","AC027804.1"
"7868","AC107884.1"
"7869","AC107884.2"
"7870","AC104237.2"
"7871","AC104237.3"
"7872","AC104237.1"
"7873","AC044810.2"
"7874","AC116456.1"
"7875","TUB-AS1"
"7876","AC091053.2"
"7877","ST5"
"7878","AC091053.1"
"7879","AC026894.1"
"7880","AC079296.1"
"7881","AC079296.2"
"7882","AP006259.1"
"7883","AC132192.1"
"7884","AC132192.2"
"7885","AC011092.2"
"7886","AC011092.3"
"7887","AC100763.1"
"7888","AC080023.1"
"7889","MTRNR2L8"
"7890","MRVI1-AS1"
"7891","MRVI1"
"7892","AC116535.1"
"7893","AC069360.1"
"7894","KC877392.1"
"7895","AC023946.1"
"7896","AC104031.1"
"7897","AC104383.2"
"7898","AC124276.1"
"7899","AC124276.2"
"7900","AC079329.1"
"7901","AC025300.1"
"7902","AC009806.1"
"7903","AC107881.1"
"7904","AC013549.3"
"7905","AC013549.4"
"7906","AC013549.1"
"7907","AC013762.1"
"7908","ARNTL"
"7909","AC021269.3"
"7910","FAR1-IT1"
"7911","AC027779.1"
"7912","LINC02545"
"7913","LINC02683"
"7914","AC073172.1"
"7915","AC087379.2"
"7916","AC087379.1"
"7917","AC009869.1"
"7918","AC103794.1"
"7919","AC124798.2"
"7920","AC124798.1"
"7921","AC124798.3"
"7922","AC124301.1"
"7923","LINC02729"
"7924","AC090099.1"
"7925","AC090099.2"
"7926","AC084117.1"
"7927","AC027544.2"
"7928","AC103974.1"
"7929","AC103974.2"
"7930","MRGPRX1"
"7931","AC023078.1"
"7932","AC009652.1"
"7933","NAV2-IT1"
"7934","AC009549.1"
"7935","DBX1"
"7936","AC090707.2"
"7937","AC090707.1"
"7938","AC090857.2"
"7939","AC130307.1"
"7940","AC116534.1"
"7941","AC107882.1"
"7942","AC107886.1"
"7943","AC104009.1"
"7944","AC040936.1"
"7945","AC055878.1"
"7946","AC006299.1"
"7947","AC100768.1"
"7948","LINC02686"
"7949","AC013799.1"
"7950","AC021698.1"
"7951","AC100771.2"
"7952","AC103796.1"
"7953","AC090159.1"
"7954","AC013714.1"
"7955","AC090791.1"
"7956","AC090124.1"
"7957","AC110058.1"
"7958","AC107973.1"
"7959","AL358944.1"
"7960","AL353699.1"
"7961","AL122014.1"
"7962","AL137804.1"
"7963","AC131571.1"
"7964","PAUPAR"
"7965","AL035078.1"
"7966","AL035078.3"
"7967","AL035078.2"
"7968","AL078612.1"
"7969","AL078612.2"
"7970","LINC00294"
"7971","AL049629.1"
"7972","AC113192.3"
"7973","LINC02722"
"7974","AC113192.1"
"7975","LINC02721"
"7976","AC132216.1"
"7977","AC090469.1"
"7978","AL137224.1"
"7979","AL356215.1"
"7980","AL133330.1"
"7981","AL133330.2"
"7982","AC090625.2"
"7983","AL135934.1"
"7984","AL138812.1"
"7985","AC090692.2"
"7986","AC090692.3"
"7987","AC090692.1"
"7988","AL136146.2"
"7989","AC087277.1"
"7990","AC087277.2"
"7991","AC009656.1"
"7992","C11orf74"
"7993","AC021713.1"
"7994","AC021723.2"
"7995","AC090138.1"
"7996","AC023442.3"
"7997","AC023442.2"
"7998","AC087276.2"
"7999","AC087276.3"
"8000","AC087276.1"
"8001","AC068205.1"
"8002","MIR670HG"
"8003","AC068205.2"
"8004","AC087521.2"
"8005","AC087521.4"
"8006","AC087521.3"
"8007","AC087521.1"
"8008","AC134775.1"
"8009","AC010768.4"
"8010","AC010768.1"
"8011","AC010768.2"
"8012","LINC02704"
"8013","AC068858.1"
"8014","AC103681.2"
"8015","AC103681.1"
"8016","AC103855.3"
"8017","AC018716.2"
"8018","AC018716.1"
"8019","AC103855.2"
"8020","AC103855.1"
"8021","AC087442.1"
"8022","AC044839.1"
"8023","AC044839.2"
"8024","LINC02690"
"8025","LINC02716"
"8026","AC044839.3"
"8027","AC068385.1"
"8028","AC024475.1"
"8029","AC024475.3"
"8030","AC116021.1"
"8031","AC127035.1"
"8032","AC021573.1"
"8033","C11orf49"
"8034","AC090589.2"
"8035","AC090589.3"
"8036","AC018410.2"
"8037","AC018410.1"
"8038","AC090559.1"
"8039","AC090559.2"
"8040","KF459542.1"
"8041","OR4B1"
"8042","OR4X2"
"8043","OR4X1"
"8044","OR4S1"
"8045","OR4C3"
"8046","OR4C5"
"8047","OR4A47"
"8048","TRIM51GP"
"8049","TRIM64C"
"8050","OR4C13"
"8051","OR4C12"
"8052","AC109635.7"
"8053","AC109635.6"
"8054","LINC02750"
"8055","OR4C46"
"8056","OR4A5"
"8057","TRIM48"
"8058","OR4A16"
"8059","OR4A15"
"8060","OR4C15"
"8061","OR4C16"
"8062","OR4C11"
"8063","OR4P4"
"8064","OR4S2"
"8065","OR4C6"
"8066","AP006437.1"
"8067","OR5D3P"
"8068","OR5D13"
"8069","OR5D14"
"8070","OR5L1"
"8071","OR5D18"
"8072","OR5L2"
"8073","OR5D16"
"8074","TRIM51"
"8075","OR5W2"
"8076","OR5I1"
"8077","OR10AG1"
"8078","OR5F1"
"8079","OR5AS1"
"8080","OR8I2"
"8081","OR8H2"
"8082","OR8H3"
"8083","OR8J3"
"8084","OR8K5"
"8085","OR5J2"
"8086","OR5T2"
"8087","OR5T3"
"8088","OR5T1"
"8089","OR8H1"
"8090","OR8K3"
"8091","OR8K1"
"8092","OR8U1"
"8093","OR5R1"
"8094","OR5M9"
"8095","OR5M3"
"8096","OR5M8"
"8097","OR5M11"
"8098","OR5M10"
"8099","OR5M1"
"8100","OR5AP2"
"8101","OR5AR1"
"8102","OR9G1"
"8103","OR9G4"
"8104","OR5AK2"
"8105","AP000781.1"
"8106","AP002893.1"
"8107","AP000662.1"
"8108","OR6Q1"
"8109","AP004247.2"
"8110","OR9I1"
"8111","OR9Q2"
"8112","OR1S2"
"8113","OR1S1"
"8114","OR10Q1"
"8115","OR10W1"
"8116","OR5B17"
"8117","OR5B3"
"8118","AP003557.2"
"8119","AP003557.1"
"8120","AP001350.1"
"8121","AP001652.1"
"8122","AP001636.3"
"8123","AP002358.1"
"8124","OR5A2"
"8125","OR5A1"
"8126","OR4D6"
"8127","OR4D11"
"8128","AP003778.1"
"8129","AP000442.1"
"8130","AP000640.2"
"8131","OR10V1"
"8132","AP000640.1"
"8133","OOSP2"
"8134","LINC02705"
"8135","AP000777.1"
"8136","AP000777.2"
"8137","AP000777.3"
"8138","AP003721.4"
"8139","AP003721.3"
"8140","AP003721.1"
"8141","AP003721.2"
"8142","PGA4"
"8143","AP003108.1"
"8144","AP003559.1"
"8145","AP002754.1"
"8146","AP002754.2"
"8147","AP002793.1"
"8148","AP003306.1"
"8149","SCGB1D4"
"8150","AP003306.2"
"8151","AP003064.1"
"8152","AP003064.2"
"8153","AP001363.1"
"8154","AP001363.2"
"8155","AP001458.1"
"8156","AP001160.2"
"8157","AP001160.3"
"8158","AP001160.4"
"8159","AP001160.1"
"8160","AP000438.1"
"8161","AP001591.1"
"8162","AP000753.1"
"8163","AP000753.2"
"8164","C11orf95"
"8165","AP000721.2"
"8166","AP006333.2"
"8167","AP006333.1"
"8168","AP001453.1"
"8169","AP001453.3"
"8170","AP001453.2"
"8171","AP003774.2"
"8172","AP003774.1"
"8173","AP005273.2"
"8174","AP005273.1"
"8175","AP001092.1"
"8176","AP001462.1"
"8177","AP003068.1"
"8178","AP003068.3"
"8179","AP003068.2"
"8180","AP000944.6"
"8181","AP000944.7"
"8182","AP000944.1"
"8183","AP000769.6"
"8184","AP000769.2"
"8185","SSSCA1-AS1"
"8186","AP001266.2"
"8187","AP001266.1"
"8188","AP006287.3"
"8189","AP006287.2"
"8190","AP000759.1"
"8191","AP001107.4"
"8192","AP001107.8"
"8193","AP001107.7"
"8194","AP001107.1"
"8195","AP001107.2"
"8196","AP001107.3"
"8197","AP001107.6"
"8198","AP001107.9"
"8199","AP001107.5"
"8200","AP002748.4"
"8201","AP002748.6"
"8202","AP002748.2"
"8203","C11orf86"
"8204","AP001885.3"
"8205","AP001885.2"
"8206","AP003419.2"
"8207","AP003419.3"
"8208","PTPRCAP"
"8209","C11orf72"
"8210","AP003385.3"
"8211","AC004923.4"
"8212","AP002807.1"
"8213","AP002992.1"
"8214","AP002813.1"
"8215","AP003096.1"
"8216","AP000808.1"
"8217","MRGPRD"
"8218","AP003071.4"
"8219","AP003071.3"
"8220","AP003071.1"
"8221","AP003071.2"
"8222","AP005233.2"
"8223","AP005233.1"
"8224","AP000439.2"
"8225","AP000439.1"
"8226","AP000439.3"
"8227","AP007216.1"
"8228","AP007216.2"
"8229","AP003555.2"
"8230","AP003555.1"
"8231","LINC02584"
"8232","AP000879.2"
"8233","ANO1-AS1"
"8234","AP000879.1"
"8235","AP002336.2"
"8236","AP002336.1"
"8237","AP002336.3"
"8238","AP000487.2"
"8239","AP000487.1"
"8240","AP001271.1"
"8241","AP003783.1"
"8242","AP002387.2"
"8243","AP000867.5"
"8244","AP003498.1"
"8245","AP003498.2"
"8246","FAM86C1"
"8247","ZNF705E"
"8248","AP002495.1"
"8249","AP002490.1"
"8250","AP000812.4"
"8251","AP000812.1"
"8252","AP000593.4"
"8253","AP000593.3"
"8254","AP002892.2"
"8255","AP002892.1"
"8256","AP003785.1"
"8257","AP005019.1"
"8258","AP003065.1"
"8259","AP003065.2"
"8260","AP002381.2"
"8261","AP002761.2"
"8262","AP002761.1"
"8263","AP002761.4"
"8264","AP002761.3"
"8265","AP000763.4"
"8266","AP000763.3"
"8267","AP002993.1"
"8268","AP002770.1"
"8269","AP003717.1"
"8270","AP003717.4"
"8271","AP001372.1"
"8272","AP001085.1"
"8273","AP001372.3"
"8274","AP001372.2"
"8275","AP001992.2"
"8276","AP001972.4"
"8277","AP001972.3"
"8278","AP001972.1"
"8279","AP001972.2"
"8280","AP002815.1"
"8281","AP001922.5"
"8282","AP001922.6"
"8283","AP001922.2"
"8284","AP001922.1"
"8285","AP001922.3"
"8286","AP003031.1"
"8287","AP003168.2"
"8288","AP002340.1"
"8289","AP000785.1"
"8290","AP002360.1"
"8291","AP001189.5"
"8292","AP001189.3"
"8293","AP001189.1"
"8294","AP001189.4"
"8295","AP003119.1"
"8296","AP003119.2"
"8297","AP003119.3"
"8298","AP002498.1"
"8299","AP003680.1"
"8300","RSF1-IT2"
"8301","RSF1-IT1"
"8302","AP002812.2"
"8303","AP002812.3"
"8304","AP002812.5"
"8305","AP003032.2"
"8306","AP003032.1"
"8307","AP003086.1"
"8308","AP003086.2"
"8309","AP003110.1"
"8310","AP002768.1"
"8311","AP002957.1"
"8312","AP001547.1"
"8313","AP001978.1"
"8314","AP006295.1"
"8315","AP003398.2"
"8316","AP003464.1"
"8317","AP002802.1"
"8318","AP000793.1"
"8319","AP000893.2"
"8320","AP001767.3"
"8321","AP000873.4"
"8322","AP000873.2"
"8323","AP000873.3"
"8324","AP000446.1"
"8325","AP002370.2"
"8326","AP001825.1"
"8327","AP000857.2"
"8328","AP003128.1"
"8329","AP001831.1"
"8330","AP003059.1"
"8331","AP003059.2"
"8332","AP000654.1"
"8333","AP001528.1"
"8334","AP000676.5"
"8335","AP005436.3"
"8336","AP005436.1"
"8337","AP005436.2"
"8338","AP003120.1"
"8339","AP003400.1"
"8340","AP003122.2"
"8341","TRIM64B"
"8342","TRIM49D1"
"8343","TRIM49D2"
"8344","TRIM64"
"8345","TRIM49C"
"8346","UBTFL1"
"8347","AP000648.9"
"8348","AP000722.1"
"8349","AP003718.1"
"8350","LINC02746"
"8351","AP003171.1"
"8352","AP003969.1"
"8353","SCARNA9"
"8354","AP002784.1"
"8355","AP000786.1"
"8356","AP000943.2"
"8357","AP000943.1"
"8358","AP002383.2"
"8359","KDM4F"
"8360","AP000787.1"
"8361","AP001790.1"
"8362","AP000820.2"
"8363","AP000820.1"
"8364","AP000779.1"
"8365","AP003066.1"
"8366","AP003715.1"
"8367","AP002428.1"
"8368","AP001351.1"
"8369","AP001527.1"
"8370","AP001527.2"
"8371","AP000942.2"
"8372","AP001830.1"
"8373","AP001830.2"
"8374","AP000851.1"
"8375","AP000851.2"
"8376","AP001486.2"
"8377","AP002961.1"
"8378","AP002989.1"
"8379","AP003043.1"
"8380","CARD17"
"8381","AP000813.1"
"8382","AP001001.1"
"8383","AP002001.3"
"8384","AP003173.1"
"8385","AP000766.1"
"8386","AP003307.1"
"8387","AP002433.1"
"8388","AP002433.2"
"8389","AP003027.1"
"8390","AP003123.1"
"8391","AP003049.2"
"8392","AP001981.2"
"8393","AP003973.4"
"8394","AP003973.2"
"8395","AP003973.3"
"8396","C11orf53"
"8397","COLCA2"
"8398","AP002448.1"
"8399","AP002008.3"
"8400","AP002008.4"
"8401","AP002008.1"
"8402","C11orf88"
"8403","AP001781.1"
"8404","ALG9-IT1"
"8405","AP000907.2"
"8406","AP002884.1"
"8407","AP002884.3"
"8408","AP003100.2"
"8409","AP003100.3"
"8410","AP003100.1"
"8411","AC016902.1"
"8412","AP000802.1"
"8413","AP000880.1"
"8414","AP002840.2"
"8415","AP002840.1"
"8416","AP003170.4"
"8417","CLDN25"
"8418","AP003170.3"
"8419","AP002755.1"
"8420","AP002518.2"
"8421","AP002518.1"
"8422","AP000465.1"
"8423","AP000462.3"
"8424","AP000462.1"
"8425","AP000462.2"
"8426","AP003174.2"
"8427","AP003174.1"
"8428","AP000997.2"
"8429","AP000997.3"
"8430","AP002991.2"
"8431","AP006216.1"
"8432","APOA5"
"8433","AP006216.2"
"8434","AP006216.3"
"8435","AP000936.1"
"8436","AP000892.3"
"8437","AP000892.1"
"8438","AP001554.1"
"8439","AP000757.2"
"8440","AP000757.1"
"8441","AP001267.1"
"8442","AP001267.4"
"8443","AP001267.2"
"8444","AP001267.3"
"8445","AP000941.1"
"8446","AP002954.1"
"8447","AP002954.2"
"8448","AP004609.3"
"8449","AP004609.1"
"8450","CCDC84-DT"
"8451","CCDC84"
"8452","AP003392.1"
"8453","AP003392.3"
"8454","AP003392.4"
"8455","AP003392.5"
"8456","H2AFX"
"8457","AP003396.1"
"8458","AP003396.3"
"8459","AP003396.5"
"8460","AP003393.1"
"8461","AP003390.1"
"8462","AP001994.2"
"8463","AP001994.3"
"8464","AP001360.3"
"8465","AP001360.1"
"8466","AP001360.2"
"8467","AP000679.1"
"8468","AP001150.1"
"8469","AP004147.1"
"8470","AP000977.1"
"8471","AP001977.1"
"8472","AP001924.1"
"8473","AP001924.2"
"8474","AP000755.1"
"8475","AP000755.2"
"8476","AP002762.3"
"8477","AP002762.2"
"8478","AP000926.2"
"8479","AP001970.1"
"8480","LINC02727"
"8481","AP002765.1"
"8482","OR6X1"
"8483","OR6M1"
"8484","OR4D5"
"8485","OR6T1"
"8486","OR10S1"
"8487","OR10G6"
"8488","OR10G9"
"8489","OR10G8"
"8490","OR10G7"
"8491","OR10D3"
"8492","OR8G1"
"8493","OR8G5"
"8494","OR8D2"
"8495","OR8B2"
"8496","OR8B3"
"8497","AP001804.1"
"8498","OR8B4"
"8499","OR8B8"
"8500","OR8B12"
"8501","AP000866.5"
"8502","AP000866.2"
"8503","AP000866.6"
"8504","AP000866.1"
"8505","AP003501.1"
"8506","AP003501.2"
"8507","AP001007.2"
"8508","PKNOX2-AS1"
"8509","AP001007.3"
"8510","AP001007.1"
"8511","AP000708.1"
"8512","PATE3"
"8513","AP000842.3"
"8514","AP000842.2"
"8515","AP000842.1"
"8516","AP000821.1"
"8517","AP000821.2"
"8518","AP001893.3"
"8519","AP001893.1"
"8520","AP001318.1"
"8521","AP001318.2"
"8522","AP001783.1"
"8523","AP002833.1"
"8524","KIRREL3-AS2"
"8525","AP002833.2"
"8526","KIRREL3-AS3"
"8527","AP001993.1"
"8528","AP003121.1"
"8529","AP001122.1"
"8530","C11orf45"
"8531","AP003500.1"
"8532","AP003327.2"
"8533","LINC00167"
"8534","C11orf44"
"8535","AP003486.2"
"8536","AP003486.1"
"8537","AP002856.3"
"8538","AP002856.1"
"8539","AP002856.4"
"8540","AP002856.2"
"8541","AP003025.1"
"8542","AP003025.2"
"8543","AP000844.2"
"8544","AP000844.1"
"8545","NTM-IT"
"8546","OPCML-IT2"
"8547","OPCML-IT1"
"8548","AP004606.1"
"8549","AP000911.1"
"8550","AP001775.2"
"8551","AP004608.1"
"8552","AP004550.1"
"8553","AP001999.3"
"8554","AP001999.1"
"8555","AP001999.2"
"8556","LINC02706"
"8557","AP003062.2"
"8558","LINC02697"
"8559","LINC02684"
"8560","FAM138D"
"8561","AC026369.3"
"8562","AC026369.1"
"8563","AC026369.2"
"8564","AC007406.3"
"8565","AC007406.1"
"8566","AC007406.4"
"8567","AC007406.2"
"8568","AC007406.5"
"8569","AC006205.2"
"8570","AC006205.1"
"8571","AC021054.1"
"8572","AC004765.1"
"8573","AC004803.1"
"8574","AC004672.1"
"8575","AC004672.2"
"8576","AC005343.1"
"8577","AC005343.4"
"8578","AC005342.2"
"8579","AC005342.1"
"8580","CACNA1C-IT1"
"8581","CACNA1C-IT2"
"8582","AC005344.1"
"8583","CACNA1C-IT3"
"8584","AC005293.1"
"8585","AC005414.1"
"8586","AC005841.1"
"8587","AC005911.1"
"8588","AC125807.2"
"8589","TSPAN9-IT1"
"8590","AC005912.2"
"8591","AC005865.2"
"8592","AC005908.2"
"8593","AC005908.3"
"8594","AC006207.1"
"8595","AC005842.1"
"8596","AC084375.1"
"8597","AC005832.1"
"8598","AC005833.2"
"8599","AC006063.1"
"8600","AC006063.3"
"8601","AC006063.4"
"8602","AC005906.2"
"8603","AC006063.2"
"8604","AC005906.3"
"8605","AC006206.2"
"8606","AC006206.1"
"8607","AC007848.2"
"8608","AC007848.1"
"8609","AC005845.1"
"8610","AC005840.2"
"8611","AC005840.4"
"8612","AC006064.5"
"8613","AC006064.3"
"8614","AC006064.4"
"8615","AC006064.1"
"8616","AC006064.2"
"8617","AC125494.1"
"8618","AC125494.3"
"8619","AC125494.2"
"8620","U47924.3"
"8621","U47924.2"
"8622","U47924.1"
"8623","AC018653.3"
"8624","AC018653.4"
"8625","AC018653.1"
"8626","AC006517.2"
"8627","AC006511.6"
"8628","AC006511.4"
"8629","AC092111.2"
"8630","AC092111.1"
"8631","AC092745.5"
"8632","AC092745.4"
"8633","AC092745.1"
"8634","AC092746.1"
"8635","AC092490.2"
"8636","AC092490.1"
"8637","A2ML1-AS2"
"8638","AC006581.2"
"8639","AC006581.1"
"8640","AC010175.1"
"8641","AC009533.3"
"8642","AC009533.4"
"8643","AC092821.3"
"8644","AC010186.1"
"8645","AC010186.3"
"8646","CLECL1"
"8647","AC091814.1"
"8648","AC024224.2"
"8649","AC115676.1"
"8650","LINC02617"
"8651","AC022075.1"
"8652","AC134349.1"
"8653","AC244131.2"
"8654","AC078950.1"
"8655","AC007450.1"
"8656","AC007619.1"
"8657","AC008115.4"
"8658","AC008115.2"
"8659","AC008115.3"
"8660","AC008115.1"
"8661","AC007688.3"
"8662","AC023790.2"
"8663","AC022276.1"
"8664","AC007527.1"
"8665","AC007527.2"
"8666","AC007535.1"
"8667","AC092112.1"
"8668","AC008114.1"
"8669","AC010168.1"
"8670","AC010168.2"
"8671","HIST4H4"
"8672","H2AFJ"
"8673","AC007655.2"
"8674","AC007655.1"
"8675","LINC01489"
"8676","RERG-IT1"
"8677","AC073651.1"
"8678","AC007528.1"
"8679","AC007552.2"
"8680","AC007529.2"
"8681","AC007529.1"
"8682","AC092793.1"
"8683","AC092110.1"
"8684","AC048352.1"
"8685","AC087242.1"
"8686","CAPZA3"
"8687","AC092828.1"
"8688","AC137561.1"
"8689","AC024901.1"
"8690","AC126468.1"
"8691","AC129102.1"
"8692","SLCO1B7"
"8693","AC010197.1"
"8694","AC010185.1"
"8695","AC008250.1"
"8696","AC008250.2"
"8697","AC007671.1"
"8698","AC087318.1"
"8699","AC053513.1"
"8700","AC053513.2"
"8701","AC087241.2"
"8702","AC084816.1"
"8703","AC084819.1"
"8704","AC087235.2"
"8705","AC087235.1"
"8706","AC087260.1"
"8707","AC023796.1"
"8708","AC023796.2"
"8709","AC026310.2"
"8710","C12orf77"
"8711","LRMP"
"8712","AC023510.1"
"8713","AC023510.2"
"8714","CASC1"
"8715","AC092794.1"
"8716","AC092794.2"
"8717","AC087239.1"
"8718","AC022367.1"
"8719","AC019209.3"
"8720","AC019209.2"
"8721","AC019209.1"
"8722","AC022509.3"
"8723","AC022509.5"
"8724","AC022509.2"
"8725","AC022509.1"
"8726","AC022509.4"
"8727","AC055720.1"
"8728","AC024145.1"
"8729","AC055720.2"
"8730","AC023051.1"
"8731","AC024896.1"
"8732","AC092747.4"
"8733","AC092747.1"
"8734","ARNTL2"
"8735","ARNTL2-AS1"
"8736","AC087257.1"
"8737","AC009509.1"
"8738","AC009509.4"
"8739","AC009509.2"
"8740","AC009511.2"
"8741","AC009511.1"
"8742","AC008011.2"
"8743","AC022364.1"
"8744","AC022079.2"
"8745","AC022079.1"
"8746","AC022081.1"
"8747","AC012150.1"
"8748","AC012150.2"
"8749","AC009318.4"
"8750","AC009318.1"
"8751","AC009318.3"
"8752","AC009318.2"
"8753","AC009320.1"
"8754","AC023511.3"
"8755","AC023511.1"
"8756","AC078776.1"
"8757","AC012673.1"
"8758","AC010198.1"
"8759","AC010198.2"
"8760","AC024940.6"
"8761","AC024940.1"
"8762","AC068792.1"
"8763","AC068774.1"
"8764","AC023157.3"
"8765","H3F3C"
"8766","AC016957.2"
"8767","AC048344.1"
"8768","AC048344.4"
"8769","AC026356.1"
"8770","AC026356.2"
"8771","AC084824.5"
"8772","AC084824.3"
"8773","AC084824.4"
"8774","AC087588.3"
"8775","AC087588.2"
"8776","AC087311.2"
"8777","AC023158.1"
"8778","AC023158.2"
"8779","AC046130.1"
"8780","AC046130.2"
"8781","AC140847.1"
"8782","AC140847.2"
"8783","AC079460.2"
"8784","AC087897.2"
"8785","AC121334.4"
"8786","AC121334.3"
"8787","LINC02555"
"8788","AC079630.1"
"8789","AC107023.1"
"8790","AC015540.1"
"8791","AC090531.1"
"8792","AC090630.1"
"8793","AC006197.2"
"8794","AC079684.1"
"8795","AC079601.1"
"8796","AC079600.3"
"8797","AC012038.2"
"8798","AC012038.1"
"8799","AC025030.2"
"8800","AC025253.1"
"8801","AC025253.2"
"8802","AC008127.1"
"8803","AC009248.3"
"8804","AC009248.2"
"8805","AC079950.1"
"8806","AC008124.1"
"8807","AC009464.1"
"8808","AC025031.3"
"8809","AC025031.2"
"8810","AC008014.1"
"8811","AC025031.1"
"8812","AC025031.4"
"8813","AC008035.1"
"8814","AC079906.1"
"8815","AC008083.2"
"8816","AC008083.3"
"8817","AC008083.4"
"8818","AC004241.3"
"8819","AC004241.1"
"8820","AC004241.2"
"8821","AC004241.4"
"8822","AC004466.1"
"8823","AC004466.3"
"8824","AC004466.2"
"8825","AC121338.1"
"8826","AC121338.2"
"8827","AC004801.5"
"8828","AC004801.4"
"8829","AC004801.3"
"8830","AC004801.6"
"8831","AC074029.3"
"8832","AC024257.3"
"8833","OR10AD1"
"8834","AC024257.1"
"8835","AC024257.5"
"8836","H1FNT"
"8837","AC090115.1"
"8838","AC024257.4"
"8839","AC089987.2"
"8840","LALBA"
"8841","AC117498.1"
"8842","AC011603.3"
"8843","AC011603.1"
"8844","AC011603.2"
"8845","AC010173.1"
"8846","AC125611.3"
"8847","AC125611.4"
"8848","AC020612.4"
"8849","AC020612.3"
"8850","AC131157.1"
"8851","LINC02396"
"8852","AC025154.2"
"8853","AC025154.1"
"8854","AC074032.1"
"8855","AC008147.2"
"8856","AC008147.1"
"8857","AC008121.2"
"8858","AC008121.3"
"8859","AC139768.1"
"8860","AC107031.1"
"8861","AC068987.1"
"8862","C12orf81"
"8863","AC068987.2"
"8864","AC068987.3"
"8865","FIGNL2-DT"
"8866","GRASP"
"8867","AC025259.3"
"8868","AC025259.1"
"8869","AC078864.1"
"8870","C12orf80"
"8871","AC021066.1"
"8872","AC121757.2"
"8873","AC121757.1"
"8874","AC078865.1"
"8875","AC055736.1"
"8876","AC055716.3"
"8877","AC068888.2"
"8878","AC068888.1"
"8879","AC073573.1"
"8880","AC021072.1"
"8881","AC073611.1"
"8882","C12orf10"
"8883","PCBP2-OT1"
"8884","AC023509.3"
"8885","AC023509.2"
"8886","AC023509.6"
