13105,AC004490.1,,AC004522.3
5634,AC004492.1,,AC004522.4
11117,AC004494.1,,AC004522.5
5598,AC004522.3,,AC004528.1
5599,AC004522.4,,AC004528.2
5600,AC004522.5,,AC004540.1
13087,AC004528.1,,AC004540.2
13088,AC004528.2,,AC004542.1
5319,AC004540.1,,AC004542.2
5318,AC004540.2,,AC004543.1
14636,AC004542.1,,AC004549.1
14635,AC004542.2,,AC004551.1
5287,AC004543.1,,AC004554.2
5332,AC004549.1,,AC004556.3
9175,AC004551.1,,AC004584.1
14826,AC004554.2,,AC004584.3
15292,AC004556.3,,AC004585.1
12400,AC004584.1,,AC004590.1
12401,AC004584.3,,AC004593.1
12223,AC004585.1,,AC004593.2
12378,AC004590.1,,AC004593.3
5340,AC004593.1,,AC004594.1
5339,AC004593.2,,AC004596.1
5338,AC004593.3,,AC004597.1
5677,AC004594.1,,AC004637.1
12290,AC004596.1,,AC004672.1
13259,AC004597.1,,AC004672.2
13126,AC004637.1,,AC004674.1
8574,AC004672.1,,AC004687.1
8575,AC004672.2,,AC004687.3
14829,AC004674.1,,AC004690.2
12419,AC004687.1,,AC004691.1
12418,AC004687.3,,AC004692.2
5683,AC004690.2,,AC004702.1
5354,AC004691.1,,AC004704.1
5419,AC004692.2,,AC004706.1
12017,AC004702.1,,AC004706.3
3333,AC004704.1,,AC004707.1
11885,AC004706.1,,AC004765.1
11884,AC004706.3,,AC004771.1
12373,AC004707.1,,AC004771.2
8572,AC004765.1,,AC004771.3
11872,AC004771.1,,AC004771.4
11869,AC004771.2,,AC004771.5
11871,AC004771.3,,AC004775.1
11868,AC004771.4,,AC004784.1
11870,AC004771.5,,AC004797.1
4151,AC004775.1,,AC004801.3
13504,AC004784.1,,AC004801.4
12351,AC004797.1,,AC004801.5
8829,AC004801.3,,AC004801.6
8828,AC004801.4,,AC004803.1
8827,AC004801.5,,AC004812.2
8830,AC004801.6,,AC004816.1
8573,AC004803.1,,AC004816.2
9231,AC004812.2,,AC004817.1
10025,AC004816.1,,AC004817.2
10026,AC004816.2,,AC004817.3
10032,AC004817.1,,AC004817.4
10031,AC004817.2,,AC004817.5
10029,AC004817.3,,AC004825.2
10033,AC004817.4,,AC004825.3
10030,AC004817.5,,AC004828.1
10027,AC004825.2,,AC004828.2
10028,AC004825.3,,AC004830.2
10039,AC004828.1,,AC004832.1
10038,AC004828.2,,AC004832.4
5453,AC004830.2,,AC004832.5
14633,AC004832.1,,AC004832.6
14631,AC004832.4,,AC004834.1
14630,AC004832.5,,AC004835.1
14632,AC004832.6,,AC004837.2
5595,AC004834.1,,AC004837.3
15041,AC004835.1,,AC004837.4
5411,AC004837.2,,AC004839.2
5409,AC004837.3,,AC004846.1
5410,AC004837.4,,AC004846.2
5635,AC004839.2,,AC004847.1
10042,AC004846.1,,AC004852.2
10043,AC004846.2,,AC004854.2
5427,AC004847.1,,AC004862.1
5247,AC004852.2,,AC004863.1
5426,AC004854.2,,AC004865.2
5552,AC004862.1,,AC004869.1
5910,AC004863.1,,AC004869.2
272,AC004865.2,,AC004870.2
5435,AC004869.1,,AC004870.3
5434,AC004869.2,,AC004870.4
5438,AC004870.2,,AC004875.1
5439,AC004870.3,,AC004877.1
5437,AC004870.4,,AC004879.1
5675,AC004875.1,,AC004882.1
5846,AC004877.1,,AC004882.2
5251,AC004879.1,,AC004882.3
14623,AC004882.1,,AC004884.2
14624,AC004882.2,,AC004888.1
14625,AC004882.3,,AC004889.1
5626,AC004884.2,,AC004893.3
5673,AC004888.1,,AC004895.1
5832,AC004889.1,,AC004900.1
5594,AC004893.3,,AC004906.1
5232,AC004895.1,,AC004908.1
10036,AC004900.1,,AC004908.2
5214,AC004906.1,,AC004908.3
5914,AC004908.1,,AC004917.1
5913,AC004908.2,,AC004918.1
5915,AC004908.3,,AC004918.4
5629,AC004917.1,,AC004920.1
5756,AC004918.1,,AC004921.1
5757,AC004918.4,,AC004921.2
5452,AC004920.1,,AC004923.4
5544,AC004921.1,,AC004930.1
5545,AC004921.2,,AC004936.1
8211,AC004923.4,,AC004938.2
5687,AC004930.1,,AC004941.1
5250,AC004936.1,,AC004943.1
5422,AC004938.2,,AC004943.2
5843,AC004941.1,,AC004943.3
11625,AC004943.1,,AC004944.1
11623,AC004943.2,,AC004946.1
11624,AC004943.3,,AC004946.2
5948,AC004944.1,,AC004947.1
5671,AC004946.1,,AC004947.3
5672,AC004946.2,,AC004948.1
5320,AC004947.1,,AC004949.1
5321,AC004947.3,,AC004951.1
5241,AC004948.1,,AC004969.1
5252,AC004949.1,,AC004973.1
5420,AC004951.1,,AC004974.1
5568,AC004969.1,,AC004975.2
15042,AC004973.1,,AC004982.1
10035,AC004974.1,,AC004982.2
5897,AC004975.2,,AC004988.1
5239,AC004982.1,,AC004990.1
5240,AC004982.2,,AC004994.1
5413,AC004988.1,,AC005005.3
5546,AC004990.1,,AC005005.4
5280,AC004994.1,,AC005006.1
14638,AC005005.3,,AC005008.2
14637,AC005005.4,,AC005009.1
14634,AC005006.1,,AC005009.2
5553,AC005008.2,,AC005013.1
5558,AC005009.1,,AC005014.2
5559,AC005009.2,,AC005014.3
5333,AC005013.1,,AC005014.4
5271,AC005014.2,,AC005019.2
5270,AC005014.3,,AC005021.1
5272,AC005014.4,,AC005034.2
5262,AC005019.2,,AC005034.3
5589,AC005021.1,,AC005034.4
1601,AC005034.2,,AC005034.5
1599,AC005034.3,,AC005034.6
1603,AC005034.4,,AC005037.1
1600,AC005034.5,,AC005040.2
1602,AC005034.6,,AC005041.3
2130,AC005037.1,,AC005041.4
1815,AC005040.2,,AC005041.5
1591,AC005041.3,,AC005042.2
1589,AC005041.4,,AC005046.1
1590,AC005041.5,,AC005050.1
1988,AC005042.2,,AC005050.2
5637,AC005046.1,,AC005050.3
5631,AC005050.1,,AC005052.2
5632,AC005050.2,,AC005062.1
5630,AC005050.3,,AC005064.1
15045,AC005052.2,,AC005070.3
5288,AC005062.1,,AC005071.1
5623,AC005064.1,,AC005072.1
5625,AC005070.3,,AC005076.1
5605,AC005071.1,,AC005081.1
5616,AC005072.1,,AC005082.1
5562,AC005076.1,,AC005082.2
5531,AC005081.1,,AC005083.1
5300,AC005082.1,,AC005086.2
5299,AC005082.2,,AC005089.1
5290,AC005083.1,,AC005090.1
5617,AC005086.2,,AC005091.1
5529,AC005089.1,,AC005096.1
5356,AC005090.1,,AC005100.1
5331,AC005091.1,,AC005100.2
5615,AC005096.1,,AC005104.1
5310,AC005100.1,,AC005104.3
5311,AC005100.2,,AC005144.1
2340,AC005104.1,,AC005153.1
2341,AC005104.3,,AC005154.3
12493,AC005144.1,,AC005154.4
5451,AC005153.1,,AC005160.1
5352,AC005154.3,,AC005162.1
5351,AC005154.4,,AC005162.2
5414,AC005160.1,,AC005162.3
5336,AC005162.1,,AC005165.1
5335,AC005162.2,,AC005165.3
5334,AC005162.3,,AC005180.1
5313,AC005165.1,,AC005180.2
5314,AC005165.3,,AC005197.1
12298,AC005180.1,,AC005208.1
12297,AC005180.2,,AC005209.1
13305,AC005197.1,,AC005220.1
12488,AC005208.1,,AC005224.1
11926,AC005209.1,,AC005224.2
13998,AC005220.1,,AC005224.3
11941,AC005224.1,,AC005225.1
11943,AC005224.2,,AC005225.2
11942,AC005224.3,,AC005225.3
10046,AC005225.1,,AC005229.4
10048,AC005225.2,,AC005229.5
10047,AC005225.3,,AC005232.1
5840,AC005229.4,,AC005234.1
5839,AC005229.5,,AC005234.2
5337,AC005232.1,,AC005237.1
1570,AC005234.1,,AC005244.2
1569,AC005234.2,,AC005252.4
2338,AC005237.1,,AC005253.1
11928,AC005244.2,,AC005253.2
9280,AC005252.4,,AC005256.1
13303,AC005253.1,,AC005258.2
13304,AC005253.2,,AC005261.1
13097,AC005256.1,,AC005261.2
13107,AC005258.2,,AC005261.3
13686,AC005261.1,,AC005262.2
13687,AC005261.2,,AC005264.1
13685,AC005261.3,,AC005277.1
13118,AC005262.2,,AC005277.2
13120,AC005264.1,,AC005280.1
11934,AC005277.1,,AC005280.2
11933,AC005277.2,,AC005281.1
10045,AC005280.1,,AC005288.1
10044,AC005280.2,,AC005291.1
5258,AC005281.1,,AC005291.2
12216,AC005288.1,,AC005293.1
11915,AC005291.1,,AC005301.2
11914,AC005291.2,,AC005303.1
8584,AC005293.1,,AC005304.1
14401,AC005301.2,,AC005304.2
11935,AC005303.1,,AC005304.3
11938,AC005304.1,,AC005306.1
11937,AC005304.2,,AC005307.1
11939,AC005304.3,,AC005323.1
13104,AC005306.1,,AC005323.2
13351,AC005307.1,,AC005324.1
11917,AC005323.1,,AC005324.2
11916,AC005323.2,,AC005324.5
11959,AC005324.1,,AC005329.1
11960,AC005324.2,,AC005329.2
11958,AC005324.5,,AC005329.3
13093,AC005329.1,,AC005330.1
13091,AC005329.2,,AC005332.1
13092,AC005329.3,,AC005332.2
13090,AC005330.1,,AC005332.3
12482,AC005332.1,,AC005332.4
12480,AC005332.2,,AC005332.5
12477,AC005332.3,,AC005332.6
12481,AC005332.4,,AC005332.7
12478,AC005332.5,,AC005339.1
12476,AC005332.6,,AC005342.1
12479,AC005332.7,,AC005342.2
13138,AC005339.1,,AC005343.1
8579,AC005342.1,,AC005343.4
8578,AC005342.2,,AC005344.1
8576,AC005343.1,,AC005355.1
8577,AC005343.4,,AC005358.1
8582,AC005344.1,,AC005358.2
4165,AC005355.1,,AC005363.2
11931,AC005358.1,,AC005379.1
11932,AC005358.2,,AC005381.1
11076,AC005363.2,,AC005383.1
13085,AC005379.1,,AC005387.1
13352,AC005381.1,,AC005387.2
7668,AC005383.1,,AC005391.1
13301,AC005387.1,,AC005392.1
13302,AC005387.2,,AC005392.2
13086,AC005391.1,,AC005392.3
13507,AC005392.1,,AC005393.1
13508,AC005392.2,,AC005394.1
13509,AC005392.3,,AC005400.1
13479,AC005393.1,,AC005410.2
13353,AC005394.1,,AC005414.1
5366,AC005400.1,,AC005476.2
11927,AC005410.2,,AC005479.1
8585,AC005414.1,,AC005479.2
10034,AC005476.2,,AC005480.1
10057,AC005479.1,,AC005481.1
10056,AC005479.2,,AC005482.1
10053,AC005480.1,,AC005486.1
5901,AC005481.1,,AC005487.1
5517,AC005482.1,,AC005495.2
5861,AC005486.1,,AC005498.1
5638,AC005487.1,,AC005498.2
12486,AC005495.2,,AC005498.3
13680,AC005498.1,,AC005518.1
13681,AC005498.2,,AC005519.1
13682,AC005498.3,,AC005520.2
5836,AC005518.1,,AC005520.3
10055,AC005519.1,,AC005520.5
10051,AC005520.2,,AC005522.1
10054,AC005520.3,,AC005523.1
10052,AC005520.5,,AC005523.2
5539,AC005522.1,,AC005529.1
13140,AC005523.1,,AC005532.1
13141,AC005523.2,,AC005534.1
14622,AC005529.1,,AC005537.1
5238,AC005532.1,,AC005538.1
5893,AC005534.1,,AC005538.3
5417,AC005537.1,,AC005540.1
2287,AC005538.1,,AC005544.1
2288,AC005538.3,,AC005544.2
2097,AC005540.1,,AC005546.1
12467,AC005544.1,,AC005548.1
12468,AC005544.2,,AC005549.1
13233,AC005546.1,,AC005550.1
11924,AC005548.1,,AC005550.2
12153,AC005549.1,,AC005551.1
5267,AC005550.1,,AC005552.1
5265,AC005550.2,,AC005562.1
13122,AC005551.1,,AC005580.1
12157,AC005552.1,,AC005586.1
12098,AC005562.1,,AC005586.2
13349,AC005580.1,,AC005592.1
5854,AC005586.1,,AC005592.2
5853,AC005586.2,,AC005594.1
4232,AC005592.1,,AC005597.1
4233,AC005592.2,,AC005599.1
13139,AC005594.1,,AC005606.1
13374,AC005597.1,,AC005606.2
3029,AC005599.1,,AC005609.1
11078,AC005606.1,,AC005609.2
11077,AC005606.2,,AC005609.3
4209,AC005609.1,,AC005609.4
4206,AC005609.2,,AC005609.5
4208,AC005609.3,,AC005614.1
4207,AC005609.4,,AC005616.1
4205,AC005609.5,,AC005618.1
13480,AC005614.1,,AC005618.2
13354,AC005616.1,,AC005618.3
4220,AC005618.1,,AC005618.4
4222,AC005618.2,,AC005625.1
4221,AC005618.3,,AC005632.3
4219,AC005618.4,,AC005632.5
13456,AC005625.1,,AC005632.6
11262,AC005632.3,,AC005670.1
11261,AC005632.5,,AC005670.3
11260,AC005632.6,,AC005674.1
12321,AC005670.1,,AC005674.2
12322,AC005670.3,,AC005682.2
3027,AC005674.1,,AC005692.1
3028,AC005674.2,,AC005692.2
5297,AC005682.2,,AC005692.3
5752,AC005692.1,,AC005695.1
5753,AC005692.2,,AC005695.2
5751,AC005692.3,,AC005695.3
11903,AC005695.1,,AC005696.1
11905,AC005695.2,,AC005696.2
11904,AC005695.3,,AC005696.3
11841,AC005696.1,,AC005696.4
11839,AC005696.2,,AC005697.2
11840,AC005696.3,,AC005697.3
11842,AC005696.4,,AC005699.1
12047,AC005697.2,,AC005702.5
12048,AC005697.3,,AC005703.1
3033,AC005699.1,,AC005703.2
12428,AC005702.5,,AC005703.3
11953,AC005703.1,,AC005703.4
11954,AC005703.2,,AC005703.7
11951,AC005703.3,,AC005722.3
11955,AC005703.4,,AC005722.4
11952,AC005703.7,,AC005725.1
12011,AC005722.3,,AC005726.1
12012,AC005722.4,,AC005726.2
11925,AC005725.1,,AC005726.3
12057,AC005726.1,,AC005726.4
12062,AC005726.2,,AC005726.5
12059,AC005726.3,,AC005730.2
12058,AC005726.4,,AC005730.3
12060,AC005726.5,,AC005736.1
12016,AC005730.2,,AC005736.2
12015,AC005730.3,,AC005740.3
11121,AC005736.1,,AC005740.4
11122,AC005736.2,,AC005740.5
4231,AC005740.3,,AC005746.1
4230,AC005740.4,,AC005746.2
4229,AC005740.5,,AC005746.3
12440,AC005746.1,,AC005753.1
12439,AC005746.2,,AC005753.2
12438,AC005746.3,,AC005753.3
4228,AC005753.1,,AC005757.1
4226,AC005753.2,,AC005759.1
4227,AC005753.3,,AC005772.1
13527,AC005757.1,,AC005772.2
13298,AC005759.1,,AC005774.2
11947,AC005772.1,,AC005775.1
11949,AC005772.2,,AC005776.2
11141,AC005774.2,,AC005785.1
13080,AC005775.1,,AC005786.2
13254,AC005776.2,,AC005786.3
13255,AC005785.1,,AC005789.1
13125,AC005786.2,,AC005790.1
13124,AC005786.3,,AC005803.1
13457,AC005789.1,,AC005808.1
13144,AC005790.1,,AC005821.1
12460,AC005803.1,,AC005821.2
13995,AC005808.1,,AC005823.1
12447,AC005821.1,,AC005823.2
12449,AC005821.2,,AC005828.1
12388,AC005823.1,,AC005828.2
12387,AC005823.2,,AC005828.3
12455,AC005828.1,,AC005828.4
12454,AC005828.2,,AC005828.5
12456,AC005828.3,,AC005832.1
12457,AC005828.4,,AC005833.2
12458,AC005828.5,,AC005837.1
8597,AC005832.1,,AC005837.4
8598,AC005833.2,,AC005838.2
12533,AC005837.1,,AC005840.2
12534,AC005837.4,,AC005840.4
11956,AC005838.2,,AC005841.1
8610,AC005840.2,,AC005842.1
8611,AC005840.4,,AC005845.1
8586,AC005841.1,,AC005856.1
8595,AC005842.1,,AC005863.1
8609,AC005845.1,,AC005865.2
12437,AC005856.1,,AC005871.1
11946,AC005863.1,,AC005871.2
8591,AC005865.2,,AC005884.1
7679,AC005871.1,,AC005884.2
7678,AC005871.2,,AC005888.1
12435,AC005884.1,,AC005899.1
12436,AC005884.2,,AC005899.3
9281,AC005888.1,,AC005899.5
12129,AC005899.1,,AC005899.6
12124,AC005899.3,,AC005899.7
12127,AC005899.5,,AC005899.8
12125,AC005899.6,,AC005901.1
12126,AC005899.7,,AC005906.2
12128,AC005899.8,,AC005906.3
12442,AC005901.1,,AC005908.2
8602,AC005906.2,,AC005908.3
8604,AC005906.3,,AC005909.1
8592,AC005908.2,,AC005909.2
8593,AC005908.3,,AC005911.1
12978,AC005909.1,,AC005912.2
12977,AC005909.2,,AC005914.1
8587,AC005911.1,,AC005920.1
8590,AC005912.2,,AC005920.2
13996,AC005914.1,,AC005920.3
12383,AC005920.1,,AC005920.4
12385,AC005920.2,,AC005921.2
12384,AC005920.3,,AC005921.4
12382,AC005920.4,,AC005944.1
12379,AC005921.2,,AC005954.1
12380,AC005921.4,,AC005954.2
13117,AC005944.1,,AC005962.1
13128,AC005954.1,,AC005962.2
13127,AC005954.2,,AC005972.3
12416,AC005962.1,,AC005993.1
12417,AC005962.2,,AC005996.1
12451,AC005972.3,,AC005998.1
10037,AC005993.1,,AC005999.1
5862,AC005996.1,,AC005999.2
5868,AC005998.1,,AC006001.2
5455,AC005999.1,,AC006003.1
5454,AC005999.2,,AC006004.1
5513,AC006001.2,,AC006007.1
5902,AC006003.1,,AC006008.1
5835,AC006004.1,,AC006013.1
5834,AC006007.1,,AC006017.1
5851,AC006008.1,,AC006019.1
5519,AC006013.1,,AC006019.2
5865,AC006017.1,,AC006019.3
5870,AC006019.1,,AC006026.3
5871,AC006019.2,,AC006027.1
5869,AC006019.3,,AC006033.2
5301,AC006026.3,,AC006037.1
5349,AC006027.1,,AC006040.1
5398,AC006033.2,,AC006041.1
2289,AC006037.1,,AC006041.2
15193,AC006040.1,,AC006042.1
5269,AC006041.1,,AC006042.2
5268,AC006041.2,,AC006042.4
5244,AC006042.1,,AC006043.1
5243,AC006042.2,,AC006055.1
5242,AC006042.4,,AC006058.1
5547,AC006043.1,,AC006058.2
2466,AC006055.1,,AC006058.3
2469,AC006058.1,,AC006059.1
2467,AC006058.2,,AC006059.4
2468,AC006058.3,,AC006059.5
2457,AC006059.1,,AC006062.1
2459,AC006059.4,,AC006063.1
2458,AC006059.5,,AC006063.2
14820,AC006062.1,,AC006063.3
8599,AC006063.1,,AC006063.4
8603,AC006063.2,,AC006064.1
8600,AC006063.3,,AC006064.2
8601,AC006063.4,,AC006064.3
8615,AC006064.1,,AC006064.4
8616,AC006064.2,,AC006064.5
8613,AC006064.3,,AC006065.3
8614,AC006064.4,,AC006065.4
8612,AC006064.5,,AC006076.1
9285,AC006065.3,,AC006111.1
9284,AC006065.4,,AC006111.2
13997,AC006076.1,,AC006111.3
11118,AC006111.1,,AC006112.1
11119,AC006111.2,,AC006115.2
11120,AC006111.3,,AC006116.10
11138,AC006112.1,,AC006116.11
13683,AC006115.2,,AC006116.4
13676,AC006116.10,,AC006116.5
13677,AC006116.11,,AC006116.6
13678,AC006116.4,,AC006116.8
13672,AC006116.5,,AC006116.9
13674,AC006116.6,,AC006130.1
13673,AC006116.8,,AC006130.3
13675,AC006116.9,,AC006141.1
13114,AC006130.1,,AC006144.2
13115,AC006130.3,,AC006145.1
12386,AC006141.1,,AC006146.1
15061,AC006144.2,,AC006148.1
5554,AC006145.1,,AC006148.2
10049,AC006146.1,,AC006150.1
5685,AC006148.1,,AC006157.1
5686,AC006148.2,,AC006159.1
5263,AC006150.1,,AC006159.2
15194,AC006157.1,,AC006160.1
5660,AC006159.1,,AC006197.2
5661,AC006159.2,,AC006205.1
3055,AC006160.1,,AC006205.2
8793,AC006197.2,,AC006206.1
8570,AC006205.1,,AC006206.2
8569,AC006205.2,,AC006207.1
8606,AC006206.1,,AC006213.1
8605,AC006206.2,,AC006213.2
8594,AC006207.1,,AC006213.3
13518,AC006213.1,,AC006213.4
13513,AC006213.2,,AC006213.5
13515,AC006213.3,,AC006213.7
13516,AC006213.4,,AC006230.1
13517,AC006213.5,,AC006237.1
13514,AC006213.7,,AC006238.1
3031,AC006230.1,,AC006238.2
12173,AC006237.1,,AC006249.1
12703,AC006238.1,,AC006252.1
12701,AC006238.2,,AC006262.1
12807,AC006249.1,,AC006262.2
2504,AC006252.1,,AC006262.3
13536,AC006262.1,,AC006270.1
13535,AC006262.2,,AC006272.1
13537,AC006262.3,,AC006273.1
12452,AC006270.1,,AC006288.1
13613,AC006272.1,,AC006296.1
13084,AC006273.1,,AC006296.2
7087,AC006288.1,,AC006296.3
3045,AC006296.1,,AC006299.1
3044,AC006296.2,,AC006305.1
3043,AC006296.3,,AC006305.2
7946,AC006299.1,,AC006305.3
12911,AC006305.1,,AC006329.1
